anpha,beta,x,y
1.0,91.0,48.59640488971953,40.848253402628
1.0,92.0,47.89894650810181,40.81780171204713
1.0,93.0,47.202125808054554,40.775182332257145
1.0,94.0,46.50615504791323,40.720408245533996
1.0,95.0,45.81124622711342,40.65349613659511
1.0,96.0,45.11761102161367,40.57446638751706
1.0,97.0,44.42546071941695,40.48334307152699
1.0,98.0,43.73500615621033,40.38015394566969
1.0,99.0,43.046457651142354,40.264930442352494
1.0,100.0,42.360024942757775,40.13770765977073
1.0,101.0,41.675917125109194,39.9985243512164
1.0,102.0,40.99434258406497,39.84742291327358
1.0,103.0,40.31550893383285,39.684449372904034
1.0,104.0,39.63962295371873,39.50965337342691
1.0,105.0,38.966890525139604,39.32308815939693
1.0,106.0,38.2975165689101,39.1248105603856
1.0,107.0,37.631704982821674,38.91488097367032
1.0,108.0,36.9696585795333,38.69336334583685
1.0,109.0,36.31157902479282,38.460325153300516
1.0,110.0,35.65766677600755,38.215837381752245
1.0,111.0,35.008121021183086,37.95997450453567
1.0,112.0,34.36313961824861,37.69281445996179
1.0,113.0,33.72291903478755,37.41443862756821
1.0,114.0,33.08765428819159,37.12493180333018
1.0,115.0,32.457538886256465,36.824382173830855
1.0,116.0,31.8327647682377,36.51288128939889
1.0,117.0,31.213522246383928,36.19052403622125
1.0,118.0,30.599999947966083,35.85740860744001
1.0,119.0,29.992384757819572,35.513636473241725
1.0,120.0,29.390861761417394,35.15931234994867
1.0,121.0,28.795614188491374,34.79454416812122
1.0,122.0,28.206823357218482,34.419443039681134
1.0,123.0,27.6246686189897,34.034123224065844
1.0,124.0,27.04932730377772,33.638702093423845
1.0,125.0,26.480974666120645,33.233300096862074
1.0,126.0,25.91978383173763,32.818040723755885
1.0,127.0,25.365925744793234,32.393050466133054
1.0,128.0,24.819569115826074,31.958458780143015
1.0,129.0,24.28088037035799,31.514398046623295
1.0,130.0,23.750023598199277,31.06100353077506
1.0,131.0,23.227160503465235,30.598413340959944
1.0,132.0,22.712450355319632,30.126768386631
1.0,133.0,22.20604993945967,29.64621233541022
1.0,134.0,21.708113510357666,29.156891569326078
1.0,135.0,21.218792744273518,28.658955140224062
1.0,136.0,20.738236693052748,28.15255472436412
1.0,137.0,20.266591738723804,27.63784457621851
1.0,138.0,19.804001548908683,27.114981481484467
1.0,139.0,19.35060703306045,26.584124709325756
1.0,140.0,18.90654629954073,26.04543596385767
1.0,141.0,18.47195461355069,25.49907933489051
1.0,142.0,18.046964355927848,24.9452212479461
1.0,143.0,17.631704982821674,24.384030413563107
1.0,144.0,17.22630298625989,23.815677775906014
1.0,145.0,16.830881855617903,23.240336460694053
1.0,146.0,16.445562040002606,22.65818172246527
1.0,147.0,16.070460911562527,22.06939089119237
1.0,148.0,15.705692729735077,21.47414331826635
1.0,149.0,15.351368606442016,20.872620321864172
1.0,150.0,15.007596472243733,20.26500513171766
1.0,151.0,14.674481043462485,19.651482833299802
1.0,152.0,14.35212379028485,19.03224031144605
1.0,153.0,14.040622905852885,18.40746619342727
1.0,154.0,13.74007327635357,17.777350791492154
1.0,155.0,13.450566452115538,17.142086044896192
1.0,156.0,13.172190619721952,16.501865461435127
1.0,157.0,12.905030575148075,15.856884058500665
1.0,158.0,12.649167697931496,15.207338303676185
1.0,159.0,12.404679926383231,14.55342605489093
1.0,160.0,12.17164173384689,13.895346500150438
1.0,161.0,11.950124106013426,13.233300096862076
1.0,162.0,11.740194519298143,12.56748851077364
1.0,163.0,11.541916920286809,11.898114554544144
1.0,164.0,11.35535170625684,11.225382125965016
1.0,165.0,11.180555706779707,10.549496145850885
1.0,166.0,11.017582166410158,9.870662495618785
1.0,167.0,10.866480728467337,9.189087954574548
1.0,168.0,10.727297419913008,8.504980136925974
1.0,169.0,10.600074637331247,7.818547428541387
1.0,170.0,10.484851134014058,7.129998923473415
1.0,171.0,10.381662008156752,6.439544360266789
1.0,172.0,10.290538692166685,5.7473940580700775
1.0,173.0,10.211508943088631,5.053758852570325
1.0,174.0,10.144596834149745,4.358850031770503
1.0,175.0,10.089822747426595,3.6628792716291967
1.0,176.0,10.047203367636612,2.966058571581928
1.0,177.0,10.016751677055737,2.2686001899642214
1.0,178.0,9.998476951563916,1.5707165793555131
1.0,179.0,9.992384757819565,0.8726203218641805
1.0,180.0,9.998476951563916,0.1745240643728302
2.0,0.0,89.94517443171861,3.1409547032250873
2.0,1.0,89.91472274113774,3.838413084842802
2.0,2.0,89.87210336134775,4.53523378489006
2.0,3.0,89.8173292746246,5.231204545031375
2.0,4.0,89.75041716568572,5.9261133658311875
2.0,5.0,89.67138741660767,6.619748571330947
2.0,6.0,89.5802641006176,7.3118988735276655
2.0,7.0,89.4770749747603,8.002353436734284
2.0,8.0,89.3618514714431,8.690901941802261
2.0,9.0,89.23462868886133,9.37733465018684
2.0,10.0,89.09544538030701,10.061442467835423
2.0,11.0,88.94434394236418,10.743017008879649
2.0,12.0,88.78137040199465,11.421850659111758
2.0,13.0,88.60657440251751,12.097736639225879
2.0,14.0,88.42000918848754,12.770469067805015
2.0,15.0,88.2217315894762,13.43984302403452
2.0,16.0,88.01180200276093,14.105654610122945
2.0,17.0,87.79028437492747,14.767701013411317
2.0,18.0,87.55724618239113,15.425780568151797
2.0,19.0,87.31275841084286,16.079692816937058
2.0,20.0,87.05689553362629,16.729238571761528
2.0,21.0,86.78973548905239,17.374219974696
2.0,22.0,86.51135965665881,18.01444055815706
2.0,23.0,86.22185283242078,18.649705304753027
2.0,24.0,85.92130320292146,19.279820706688145
2.0,25.0,85.6098023184895,19.90459482470692
2.0,26.0,85.28744506531186,20.523837346560683
2.0,27.0,84.95432963653062,21.13735964497853
2.0,28.0,84.61055750233234,21.744974835125046
2.0,29.0,84.25623337903929,22.346497831527216
2.0,30.0,83.89146519721183,22.941745404453243
2.0,31.0,83.51636406877175,23.53053623572613
2.0,32.0,83.13104425315645,24.112690973954926
2.0,33.0,82.73562312251445,24.68803228916689
2.0,34.0,82.33022112595268,25.256384926823976
2.0,35.0,81.9149617528465,25.81757576120698
2.0,36.0,81.48997149522366,26.37143384815138
2.0,37.0,81.05537980923361,26.917790477118544
2.0,38.0,80.61131907571391,27.45647922258662
2.0,39.0,80.15792455986566,27.98733599474534
2.0,40.0,79.69533437005055,28.51019908947938
2.0,41.0,79.2236894157216,29.02490923762499
2.0,42.0,78.74313336450084,29.53130965348494
2.0,43.0,78.25381259841669,30.029246082586948
2.0,44.0,77.75587616931467,30.518566848671092
2.0,45.0,77.24947575345473,30.999122899891866
2.0,46.0,76.73476560530912,31.470767854220817
2.0,47.0,76.21190251057507,31.93335804403593
2.0,48.0,75.68104573841636,32.386752559884165
2.0,49.0,75.1423569929483,32.830813293403885
2.0,50.0,74.59600036398112,33.26540497939393
2.0,51.0,74.04214227703672,33.69039523701676
2.0,52.0,73.48095144265372,34.10565461012295
2.0,53.0,72.91259880499663,34.51105660668472
2.0,54.0,72.33725748978466,34.90647773732672
2.0,55.0,71.75510275155587,35.291797552942015
2.0,56.0,71.16631192028298,35.66689868138209
2.0,57.0,70.57106434735695,36.031666863209544
2.0,58.0,69.96954135095478,36.38599098650259
2.0,59.0,69.36192616080827,36.72976312070088
2.0,60.0,68.74840386239042,37.06287854948212
2.0,61.0,68.12916134053665,37.385235802659764
2.0,62.0,67.50438722251789,37.69673668709173
2.0,63.0,66.87427182058276,37.997286316591044
2.0,64.0,66.2390070739868,38.28679314082908
2.0,65.0,65.59878649052573,38.56516897322266
2.0,66.0,64.95380508759126,38.832329017796546
2.0,67.0,64.3042593327668,39.08819189501312
2.0,68.0,63.650347083981536,39.33267966656138
2.0,69.0,62.992267529241055,39.56571785909772
2.0,70.0,62.33022112595268,39.78723548693119
2.0,71.0,61.66440953986425,39.997165073646464
2.0,72.0,60.99503558363475,40.195442672657805
2.0,73.0,60.322303155055614,40.38200788668778
2.0,74.0,59.64641717494149,40.55680388616491
2.0,75.0,58.96758352470938,40.719777426534456
2.0,76.0,58.28600898366516,40.87087886447727
2.0,77.0,57.60190116601658,41.010062173031606
2.0,78.0,56.915468457632,41.13728495561337
2.0,79.0,56.226919952564025,41.25250845893056
2.0,80.0,55.5364653893574,41.35569758478786
2.0,81.0,54.84431508716068,41.44682090077793
2.0,82.0,54.15067988166092,41.52585064985598
2.0,83.0,53.45577106086111,41.59276275879487
2.0,84.0,52.759800300719796,41.64753684551802
2.0,85.0,52.06297960067254,41.690156225308
2.0,86.0,51.36552121905483,41.72060791588888
2.0,87.0,50.66763760844613,41.7388826413807
2.0,88.0,49.969541350954785,41.74497483512505
2.0,89.0,49.27144509346345,41.7388826413807
2.0,90.0,48.57356148285475,41.72060791588888
2.0,91.0,47.87610310123703,41.690156225308
2.0,92.0,47.179282401189774,41.64753684551802
2.0,93.0,46.48331164104845,41.59276275879487
2.0,94.0,45.78840282024864,41.52585064985598
2.0,95.0,45.09476761474889,41.44682090077794
2.0,96.0,44.40261731255217,41.35569758478786
2.0,97.0,43.71216274934555,41.25250845893056
2.0,98.0,43.023614244277574,41.13728495561337
2.0,99.0,42.337181535892995,41.010062173031606
2.0,100.0,41.653073718244414,40.87087886447728
2.0,101.0,40.97149917720019,40.719777426534456
2.0,102.0,40.29266552696807,40.55680388616491
2.0,103.0,39.61677954685395,40.38200788668778
2.0,104.0,38.944047118274824,40.195442672657805
2.0,105.0,38.27467316204532,39.99716507364647
2.0,106.0,37.608861575956894,39.787235486931195
2.0,107.0,36.94681517266852,39.565717859097724
2.0,108.0,36.28873561792804,39.33267966656139
2.0,109.0,35.63482336914277,39.08819189501312
2.0,110.0,34.985277614318306,38.832329017796546
2.0,111.0,34.34029621138383,38.56516897322266
2.0,112.0,33.70007562792277,38.28679314082908
2.0,113.0,33.06481088132681,37.99728631659105
2.0,114.0,32.434695479391685,37.69673668709173
2.0,115.0,31.80992136137292,37.385235802659764
2.0,116.0,31.190678839519148,37.06287854948212
2.0,117.0,30.577156541101303,36.72976312070088
2.0,118.0,29.969541350954792,36.3859909865026
2.0,119.0,29.368018354552614,36.031666863209544
2.0,120.0,28.772770781626594,35.666898681382094
2.0,121.0,28.183979950353702,35.29179755294201
2.0,122.0,27.60182521212492,34.90647773732672
2.0,123.0,27.02648389691294,34.51105660668472
2.0,124.0,26.458131259255865,34.10565461012295
2.0,125.0,25.89694042487285,33.69039523701676
2.0,126.0,25.343082337928454,33.26540497939393
2.0,127.0,24.796725708961294,32.830813293403885
2.0,128.0,24.25803696349321,32.386752559884165
2.0,129.0,23.727180191334497,31.933358044035934
2.0,130.0,23.204317096600455,31.470767854220817
2.0,131.0,22.689606948454852,30.999122899891873
2.0,132.0,22.18320653259489,30.518566848671092
2.0,133.0,21.685270103492886,30.02924608258695
2.0,134.0,21.195949337408738,29.531309653484936
2.0,135.0,20.715393286187968,29.024909237624993
2.0,136.0,20.243748331859024,28.510199089479382
2.0,137.0,19.781158142043903,27.98733599474534
2.0,138.0,19.32776362619567,27.45647922258663
2.0,139.0,18.88370289267595,26.917790477118544
2.0,140.0,18.44911120668591,26.371433848151383
2.0,141.0,18.024120949063068,25.817575761206975
2.0,142.0,17.608861575956894,25.25638492682398
2.0,143.0,17.20345957939511,24.688032289166888
2.0,144.0,16.808038448753123,24.112690973954926
2.0,145.0,16.422718633137826,23.530536235726142
2.0,146.0,16.047617504697747,22.941745404453243
2.0,147.0,15.682849322870297,22.346497831527223
2.0,148.0,15.328525199577236,21.744974835125046
2.0,149.0,14.984753065378953,21.137359644978535
2.0,150.0,14.651637636597705,20.523837346560676
2.0,151.0,14.32928038342007,19.904594824706923
2.0,152.0,14.017779498988105,19.27982070668814
2.0,153.0,13.71722986948879,18.649705304753027
2.0,154.0,13.427723045250758,18.014440558157066
2.0,155.0,13.149347212857172,17.374219974696
2.0,156.0,12.882187168283295,16.729238571761538
2.0,157.0,12.626324291066716,16.079692816937058
2.0,158.0,12.381836519518451,15.425780568151804
2.0,159.0,12.14879832698211,14.767701013411312
2.0,160.0,11.927280699148646,14.105654610122949
2.0,161.0,11.717351112433363,13.439843024034513
2.0,162.0,11.519073513422029,12.770469067805017
2.0,163.0,11.33250829939206,12.09773663922589
2.0,164.0,11.157712299914927,11.421850659111758
2.0,165.0,10.994738759545378,10.743017008879658
2.0,166.0,10.843637321602557,10.061442467835422
2.0,167.0,10.704454013048228,9.377334650186848
2.0,168.0,10.577231230466467,8.69090194180226
2.0,169.0,10.462007727149278,8.002353436734287
2.0,170.0,10.358818601291972,7.311898873527661
2.0,171.0,10.267695285301905,6.61974857133095
2.0,172.0,10.188665536223851,5.926113365831197
2.0,173.0,10.121753427284965,5.231204545031376
2.0,174.0,10.066979340561815,4.535233784890069
2.0,175.0,10.024359960771832,3.8384130848428004
2.0,176.0,9.993908270190957,3.140954703225094
2.0,177.0,9.975633544699136,2.443071092616386
2.0,178.0,9.969541350954785,1.7449748351250534
2.0,179.0,9.975633544699136,1.046878577633703
2.0,180.0,9.993908270190957,0.34899496702501254
3.0,0.0,89.87665812791164,4.710236061864945
3.0,1.0,89.83403874812166,5.407056761912203
3.0,2.0,89.77926466139851,6.103027522053518
3.0,3.0,89.71235255245963,6.7979363428533315
3.0,4.0,89.63332280338157,7.491571548353091
3.0,5.0,89.54219948739151,8.183721850549809
3.0,6.0,89.4390103615342,8.874176413756427
3.0,7.0,89.323786858217,9.562724918824404
3.0,8.0,89.19656407563525,10.249157627208984
3.0,9.0,89.05738076708093,10.933265444857566
3.0,10.0,88.9062793291381,11.614839985901792
3.0,11.0,88.74330578876855,12.293673636133901
3.0,12.0,88.56850978929143,12.969559616248022
3.0,13.0,88.38194457526146,13.642292044827158
3.0,14.0,88.18366697625011,14.311666001056663
3.0,15.0,87.97373738953483,14.977477587145088
3.0,16.0,87.75221976170137,15.63952399043346
3.0,17.0,87.51918156916503,16.29760354517394
3.0,18.0,87.27469379761676,16.951515793959203
3.0,19.0,87.01883092040019,17.601061548783672
3.0,20.0,86.7516708758263,18.24604295171814
3.0,21.0,86.47329504343273,18.8862635351792
3.0,22.0,86.1837882191947,19.52152828177517
3.0,23.0,85.88323858969537,20.151643683710287
3.0,24.0,85.57173770526342,20.77641780172906
3.0,25.0,85.24938045208577,21.395660323582824
3.0,26.0,84.91626502330453,22.009182622000672
3.0,27.0,84.57249288910624,22.616797812147187
3.0,28.0,84.21816876581319,23.218320808549358
3.0,29.0,83.85340058398573,23.813568381475385
3.0,30.0,83.47829945554565,24.402359212748273
3.0,31.0,83.09297963993035,24.984513950977068
3.0,32.0,82.69755850928837,25.559855266189032
3.0,33.0,82.29215651272659,26.128207903846118
3.0,34.0,81.87689713962041,26.689398738229123
3.0,35.0,81.45190688199757,27.24325682517352
3.0,36.0,81.01731519600753,27.789613454140685
3.0,37.0,80.57325446248781,28.32830219960876
